gvkey,conm,tic,cusip,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
010581,TIMKEN CO,TKR,887389104,P,01,LC,14795,21758,19620131,E
010581,TIMKEN CO,TKR,887389104,C,00X,LC,14795,21758,19500101,19620130
010587,TISHMAN REALTY & CONSTRUCTN,TIS.2,888242104,P,01,LU,26462,23409,19620131,19780929
010587,TISHMAN REALTY & CONSTRUCTN,TIS.2,888242104,C,00X,LU,26462,23409,19611001,19620130
010608,TONKA CORP,TKA.,890278104,P,01,LU,40221,21762,19640217,19910802
010614,TORCHMARK CORP,TMK,891027104,P,01,LU,62308,21764,19721214,E
010621,TOSCO CORP,TOS.1,891490302,P,02,LU,61663,4517,19721214,20010928
010631,TOTAL SYSTEM SERVICES INC,TSS,891906109,P,01,LU,76639,6278,19830810,E
010639,TOYS R US INC,1231B,892335936,P,01,LC,61065,4522,19780410,20050729
010640,TRACOR INC,TTRR,892349200,C,01,LC,78100,11815,19921123,19980623
010640,TRACOR INC,TTRR,892349200,C,01,LC,57234,25558,19721214,19871218
010649,TRANE CO,TRA.3,892892100,P,01,LU,25574,23343,19620131,19840229
010669,TRANSAMERICA CORP,TA.1,893485102,P,01,LU,19051,21769,19620131,19990730
010669,TRANSAMERICA CORP,TA.1,893485102,C,00X,LU,19051,21769,19620101,19620130
010672,TRANSCO ENERGY CO,E.2,893532101,P,01,LC,58472,4578,19690102,19950428
010705,TRAVELERS CORP,TIC.1,894180108,P,01,LU,47300,21778,19681209,19940131
010726,TRIBUNE MEDIA CO,TRCO,896047503,P,01,LC,65787,21782,19831012,20071220
010726,TRIBUNE MEDIA CO,TRCO,896047503,P,06,LC,15117,21782,20141205,E
010744,TRITON GROUP LTD  -OLD,TGL.1,896755402,C,01,LC,75247,5865,19830920,19900830
010744,TRITON GROUP LTD  -OLD,TGL.1,896755402,C,01,LC,51027,25160,19710129,19780425
010774,TWENTIETH CENTURY-FOX FILM,2888A,901221002,P,01,LU,14859,22559,19620131,19810630
010774,TWENTIETH CENTURY-FOX FILM,2888A,901221002,C,00X,LU,14859,22559,19510101,19620130
010787,TYCO INTERNATIONAL PLC,TYC,G91442106,P,01,LC,45356,21791,19671114,20160902
010790,TYMSHARE INC,TYM.1,902384106,P,01,LU,59811,4580,19721214,19840430
010793,TYSON FOODS INC  -CL A,TSN,902494103,P,01,LC,77730,4620,19721214,E
010795,UNITED CONTINENTAL HLDGS INC,UAL,910047109,P,04,LC,91103,21793,20060202,E
010795,UNITED CONTINENTAL HLDGS INC,UAL,910047109,P,01,LC,19596,21793,19620131,20030402
010795,UNITED CONTINENTAL HLDGS INC,UAL,910047109,C,00X,LC,19596,21793,19500101,19620130
010809,UNC INC,UNC,903070100,P,01,LU,42569,21797,19660131,19970930
010815,USF&G CORP,FG.1,903290104,P,01,LU,50956,21799,19740131,19980430
010815,USF&G CORP,FG.1,903290104,C,00X,LC,50956,21799,19740101,19740130
010816,USG CORP,USG,903293405,P,01,LU,79244,21800,19930521,E
010816,USG CORP,USG,903293405,P,01,LU,19131,21800,19620131,19930506
010816,USG CORP,USG,903293405,C,00X,LU,19131,21800,19500101,19620130
010818,USM CORP,USM.1,903298404,P,01,LU,26366,23403,19620131,19760430
010823,UV INDUSTRIES INC LIQ TRUST,UV,903422103,P,01,LU,14867,22560,19620131,19800331
010823,UV INDUSTRIES INC LIQ TRUST,UV,903422103,C,00X,LU,14867,22560,19500101,19620130
010837,UNIDYNAMICS CORP,UD,904671104,P,01,LU,26921,23437,19620131,19850214
010846,UNILEVER NV,UN,904784709,P,90,LC,28310,21803,19620131,E
010855,UNION CAMP CORP,UCC.2,905530101,P,01,LU,14883,21805,19620131,19990528
010855,UNION CAMP CORP,UCC.2,905530101,C,00X,LU,14883,21805,19500101,19620130
010857,UNION CARBIDE CORP,DOW2,905581005,P,01,LU,15659,21806,19620131,20010206
010857,UNION CARBIDE CORP,DOW2,905581005,C,00X,LU,15659,21806,19500101,19620130
010860,AMEREN CORP,AEE,023608102,P,01,LU,24985,21808,19620131,E
010860,AMEREN CORP,AEE,023608102,C,00X,LU,24985,21808,19521215,19620130
010867,UNION PACIFIC CORP,UNP,907818108,P,01,LU,48725,21810,19690716,E
010868,UNION PLANTERS CORP,UPC.,908068109,C,01,LU,78263,4703,19721214,20040730
010873,UNIROYAL INC,R.1,909160103,P,01,LU,14912,22564,19620131,19850930
010873,UNIROYAL INC,R.1,909160103,C,00X,LC,14912,22564,19500101,19620130
010885,UNITED CABLE TELEVISION,UCT,909695108,P,01,LU,63802,4639,19721214,19890523
010894,UDR INC,UDR,902653104,P,01,LU,59300,3334,19800211,E
010897,UNITED FINANCIAL OF CALIF,UFL,910314103,P,01,LC,28265,23532,19650101,19791231
010903,UNITEDHEALTH GROUP INC,UNH,91324P102,P,01,LC,92655,7267,19841017,E
010909,SUMMIT BANCORP,SUB.2,866005101,P,01,LU,51588,21822,19701123,20010228
010920,UNITED PARCEL SERVICE INC,UPS,911312106,P,01,LC,87447,36383,19991110,E
010931,U S BANCORP-OLD,USBC.,911596104,C,01,LC,78968,4717,19721214,19970801
010946,US AIRWAYS GROUP INC-OLD,3UAIRQ,911905503,P,02,LC,91682,21827,20031021,20040921
010946,US AIRWAYS GROUP INC-OLD,3UAIRQ,911905503,P,01,LC,28847,21827,19650930,20020809
010946,US AIRWAYS GROUP INC-OLD,3UAIRQ,911905503,C,00X,LC,28847,21827,19620702,19650929
010948,U S HEALTHCARE INC,USHC,911910107,P,01,LU,79119,5799,19830209,19960731
010950,U S HOME CORP,UH,911920106,P,01,LU,48565,21828,19690619,20000531
010970,USX CORP-CONSOLIDATED,MROX.CM,90399Y931,P,02,LC,15069,21795,19620131,19910411
010970,USX CORP-CONSOLIDATED,MROX.CM,90399Y931,C,00X,LC,15069,21795,19500101,19620130
010972,U S SURGICAL CORP,USS.2,912707106,C,01,LU,79250,4735,19721214,19981030
010974,UST INC,UST.1,902911106,P,01,LC,15077,21796,19620131,20090105
010983,UNITED TECHNOLOGIES CORP,UTX,913017109,P,01,LU,17830,21832,19620131,E
010983,UNITED TECHNOLOGIES CORP,UTX,913017109,C,00X,LU,17830,21832,19500101,19620130
010984,SPRINT CORP,S,85207U105,C,01,LC,39087,21833,20130701,20130710
010984,SPRINT CORP,S,85207U105,P,01,LC,39087,21833,19630410,20130630
010984,SPRINT CORP,S,85207U105,P,10,LC,14040,54473,20130712,E
011032,UNIVERSAL HEALTH SVCS INC,UHS,913903100,P,01,LU,79637,4655,19810709,E
011038,UNOCAL CORP,UCL,915289102,P,01,LC,14891,21842,19620131,20050810
011038,UNOCAL CORP,UCL,915289102,C,00X,LC,14891,21842,19500101,19620130
011040,PHARMACIA & UPJOHN INC,PNU.1,716941109,P,01,LC,82647,31203,19951103,20000331
011040,PHARMACIA & UPJOHN INC,PNU.1,716941109,P,01,LC,26681,21843,19620131,19951102
011047,URIS BUILDINGS CORP,URB.1,917270100,P,01,LC,38930,24347,19640131,19740628
011047,URIS BUILDINGS CORP,URB.1,917270100,C,00X,LC,38930,24347,19631001,19640130
011049,USLIFE CORP,USH.1,917318107,C,01,LC,46594,21845,19680806,19970617
011050,UTAH INTERNATIONAL INC,UC.1,917478109,P,01,LU,48119,24981,19690402,19761130
011060,VF CORP,VFC,918204108,P,01,LC,43553,21849,19660725,E
011115,VARIAN MEDICAL SYSTEMS INC,VAR,92220P105,P,01,LU,27043,21859,19620131,E
011130,VENDO CO,VEN.1,922612106,P,01,LU,27238,23463,19620131,19880531
011135,RATIONAL SOFTWARE CORP,RATL,75409P202,P,01,LU,80515,6287,19830815,20030228
011220,VORNADO REALTY TRUST,VNO,929042109,P,01,LC,28388,21874,19630329,E
011220,VORNADO REALTY TRUST,VNO,929042109,C,00X,LC,28388,21874,19620131,19630328
011228,VULCAN MATERIALS CO,VMC,929160109,P,01,LC,15202,21876,19620131,E
011228,VULCAN MATERIALS CO,VMC,929160109,C,00X,LC,15202,21876,19600101,19620130
011247,WACHOVIA CORP-OLD,WB.1,929771103,P,01,LU,50200,25115,19700302,20010928
011259,WAL-MART STORES INC,WMT,931142103,P,01,LU,55976,21880,19721120,E
011264,WALGREENS BOOTS ALLIANCE INC,WBA,931427108,P,01,LU,19502,21881,19620131,E
011264,WALGREENS BOOTS ALLIANCE INC,WBA,931427108,C,00X,LU,19502,21881,19491001,19620130
011266,WALKER (HIRAM) RESOURCES LTD,HWR.,931647101,P,01,LU,61890,25681,19800410,19861023
011266,WALKER (HIRAM) RESOURCES LTD,HWR.,931647101,P,01,LU,19940,22960,19620131,19800409
011266,WALKER (HIRAM) RESOURCES LTD,HWR.,931647101,C,00X,LU,19940,22960,19490901,19620130
011274,WALTER (JIM) CORP,JWC.,933169104,P,01,LU,40301,24450,19640309,19880129
011277,WALWORTH CO,WW.1,933509101,P,01,LC,15237,22592,19620131,19711231
011277,WALWORTH CO,WW.1,933509101,C,00X,LC,15237,22592,19500101,19620130
011278,WANG LABS INC,WANG,93369N109,P,03,LC,80057,12695,19931217,19990623
011278,WANG LABS INC,WANG,93369N109,P,01,LC,65816,21883,19760412,19930921
011278,WANG LABS INC,WANG,93369N109,J,02,LC,46770,21883,19820129,19930921
011280,WARD FOODS INC,WD.1,934051103,C,01,LU,22429,23144,19621231,19810130
011280,WARD FOODS INC,WD.1,934051103,C,00X,LU,22429,23144,19500101,19621230
011282,WARNER & SWASEY CO,WS.2,934408105,P,01,LU,39626,24399,19630909,19800331
011284,WARNER COMMUNICATIONS INC,WCI.1,934436106,P,01,LU,38551,24324,19620920,19900131
011288,WARNER-LAMBERT CO,WLA,934488107,P,01,LU,24678,21886,19620131,20000630
011288,WARNER-LAMBERT CO,WLA,934488107,C,00X,LU,24678,21886,19560101,19620130
011296,WGL HOLDINGS INC,WGL,92924F106,P,01,LU,21231,21887,19620131,E
011296,WGL HOLDINGS INC,WGL,92924F106,C,00X,LU,21231,21887,19510101,19620130
011300,GRAHAM HOLDINGS CO,GHC,384637104,P,01,LU,53225,21888,19710915,E
011306,WASTE MANAGEMENT INC-OLD,WMX,94106K101,P,01,LU,57381,21891,19721214,19980731
011359,WELLS FARGO & CO -OLD,WFC.Z,949740104,P,01,LU,50024,21902,19700209,19981130
011366,WENDY'S INTERNATIONAL INC,WEN.2,950590109,P,01,LC,63060,4961,19760609,20080929
011379,WEST POINT-PEPPERELL,WPM.1,955465109,P,01,LU,41427,21905,19650104,19931231
011396,WESTERN CO OF NO AMER,WSN.,958043408,P,02,LU,58085,21907,19721214,19950428
011399,WESTERN DIGITAL CORP,WDC,958102105,P,01,LC,66384,4879,19781130,E
011399,WESTERN DIGITAL CORP,WDC,958102105,C,00X,LC,66384,4879,19770701,19781129
011413,WESTERN PACIFIC INDUSTRIES,DHR1,959090002,P,01,LC,22218,23126,19650129,19861031
011413,WESTERN PACIFIC INDUSTRIES,DHR1,959090002,C,00X,LC,22218,23126,19650101,19650128
011436,CBS CORP -OLD,CBS.2,12490K107,P,01,LC,15368,21912,19620131,20000531
011436,CBS CORP -OLD,CBS.2,12490K107,C,00X,LC,15368,21912,19500101,19620130
011440,WESTMORELAND COAL CO,WLB,960878106,P,01,LU,59467,4954,19721214,E
011446,MEADWESTVACO CORP,MWV,583334107,P,01,LC,21186,21913,19620131,20150701
011453,WETTERAU INC,WETT,961896107,P,01,LU,82705,4904,19721214,19921030
011456,WEYERHAEUSER CO,WY,962166104,P,01,LC,39917,21914,19631206,E
011459,WHEELABRATOR-FRYE,WFI.1,962898201,P,01,LC,38041,24282,19710129,19830131
011459,WHEELABRATOR-FRYE,WFI.1,962898201,C,00X,LC,38041,24282,19710101,19710128
011462,HANDY & HARMAN LTD,HNH,410315105,P,04,LC,92872,21915,20081205,E
011462,HANDY & HARMAN LTD,HNH,410315105,P,01,LC,19238,21915,19620131,20050307
011462,HANDY & HARMAN LTD,HNH,410315105,C,00X,LC,19238,21915,19610101,19620130
011465,WHIRLPOOL CORP,WHR,963320106,P,01,LC,25419,21916,19620131,E
011465,WHIRLPOOL CORP,WHR,963320106,C,00X,LC,25419,21916,19560101,19620130
011466,WHITE CONSOLIDATED INDS INC,WSW,963626106,P,01,LU,16088,22657,19620228,19860430
011466,WHITE CONSOLIDATED INDS INC,WSW,963626106,C,00X,LU,16088,22657,19600101,19620227
011502,WILLAMETTE INDUSTRIES,WLL.1,969133107,P,01,LU,82959,4957,19721214,20020328
011506,WILLIAMS COS INC,WMB,969457100,C,01,LU,38156,21923,19620702,E
011535,WINN-DIXIE STORES INC,WINN,974280307,P,02,LC,91624,21926,20061222,20120330
011535,WINN-DIXIE STORES INC,WINN,974280307,J,03,LC,59475,21926,19810130,19810416
011535,WINN-DIXIE STORES INC,WINN,974280307,P,01,LC,24803,21926,19620131,20050218
011535,WINN-DIXIE STORES INC,WINN,974280307,C,00X,LC,24803,21926,19520218,19620130
011550,WEC ENERGY GROUP INC,WEC,92939U106,P,01,LC,23536,21931,19620131,E
011550,WEC ENERGY GROUP INC,WEC,92939U106,C,00X,LC,23536,21931,19510101,19620130
011554,ALLIANT ENERGY CORP,LNT,018802108,P,01,LU,58819,4980,19721214,E
011555,INTEGRYS HOLDING INC,WEC3,45899L003,P,01,LC,25099,21932,19620131,20150630
011584,FOOT LOCKER INC,FL,344849104,P,01,LU,15456,21936,19620131,E
011584,FOOT LOCKER INC,FL,344849104,C,00X,LU,15456,21936,19500101,19620130
011600,WORTHINGTON INDUSTRIES,WOR,981811102,P,01,LU,83601,5009,19721214,E
011609,WRIGLEY (WM) JR CO,WWY,982526105,P,01,LC,15472,21941,19620131,20081006
011609,WRIGLEY (WM) JR CO,WWY,982526105,C,00X,LC,15472,21941,19500101,19620130
011636,XEROX CORP,XRX,984121608,P,01,LC,27983,21945,19620131,E
011649,YRC WORLDWIDE INC,YRCW,984249607,P,01,LC,59483,5037,19711004,E
011672,TJX COMPANIES INC,TJX,872540109,P,01,LU,40539,21949,19640512,E
011678,ZENITH ELECTRONICS CORP,ZE,989349105,P,01,LU,18067,21950,19620131,19980521
011678,ZENITH ELECTRONICS CORP,ZE,989349105,C,00X,LU,18067,21950,19500101,19620130
011687,ZIONS BANCORPORATION,ZION,989701107,P,01,LC,84129,5057,19740101,E
011691,ZURN INDUSTRIES INC,ZRN,989824107,P,01,LU,45970,21953,19680321,19980630
011818,BEAR STEARNS COMPANIES INC,BSC.1,073902108,P,01,LC,68304,20282,19851029,20080530
011856,BB&T CORP,BBT,054937107,P,01,LC,71563,4163,19820129,E
011856,BB&T CORP,BBT,054937107,C,00X,LC,71563,4163,19820101,19820128
011910,NOVELL INC,NOVL,670006105,P,01,LC,90609,7383,19850117,20110427
011923,ANADARKO PETROLEUM CORP,APC,032511107,P,01,LU,70332,20194,19861002,E
011925,NOBLE CORP PLC,NE,G65431101,P,01,LC,90537,7752,19850923,E
011985,BATTLE MOUNTAIN GOLD CO,BMG.1,071593107,P,01,LU,85869,7640,19850830,20010131
011993,CYPRUS AMAX MINERALS CO,CYM.1,232809103,P,01,LU,87127,7571,19850530,19991231
012053,EMC CORP/MA,EMC,268648102,P,01,LC,10147,8093,19860404,20160906
012123,BIG LOTS INC,BIG,089302103,P,01,LU,67467,20505,19850620,E
012124,MORGAN STANLEY,MS,617446448,P,01,LC,69032,21224,19860321,E
012136,SUN MICROSYSTEMS INC,JAVA,866810203,P,01,LC,10078,8021,19860304,20100129
012138,PRICE (T. ROWE) GROUP,TROW,74144T108,P,01,LU,10138,8087,19860402,E
012141,MICROSOFT CORP,MSFT,594918104,P,01,LC,10107,8048,19860313,E
012142,ORACLE CORP,ORCL,68389X105,P,01,LC,10104,8045,19860312,E
012144,SUNGARD DATA SYSTEMS INC,0139A,867364002,P,01,LU,10108,8049,19860313,20050831
012151,COTY INC,COTY,222070203,P,01,LC,13983,54444,20130613,E
012206,DIRECTV,DTV.2,25490A309,P,01,LC,89954,44708,20031223,20150724
012206,DIRECTV,DTV.2,25490A309,P,01,LC,68451,20799,19851231,20031222
012216,LINEAR TECHNOLOGY CORP,LLTC,535678106,P,01,LU,10299,8220,19860528,E
012233,GENZYME CORP,GENZ,372917104,P,01,LC,10324,8243,19860605,20110429
012256,STEEL EXCEL INC,SXCL,858122203,P,01,LC,10353,8275,20150707,E
012256,STEEL EXCEL INC,SXCL,858122203,P,01,LC,10353,8275,19860611,20100804
012338,HEALTH MANAGEMENT ASSOC,HMA,421933102,P,01,LC,76565,10828,19910206,20140124
012338,HEALTH MANAGEMENT ASSOC,HMA,421933102,P,04,LC,69470,25834,19860623,19880901
012389,HARLEY-DAVIDSON INC,HOG,412822108,P,01,LU,70033,20881,19860708,E
012441,GARTNER INC,IT,366651107,J,02,LC,87030,12457,20031001,20050706
012441,GARTNER INC,IT,366651107,P,02,LC,87030,12457,19990727,20030930
012441,GARTNER INC,IT,366651107,P,01,LC,79698,12457,20031001,E
012441,GARTNER INC,IT,366651107,N,01,LC,79698,12457,19990727,20030930
012441,GARTNER INC,IT,366651107,C,01,LC,79698,12457,19990701,19990726
012441,GARTNER INC,IT,366651107,C,01,LC,79698,12457,19931005,19990630
012441,GARTNER INC,IT,366651107,C,01,LC,10490,8408,19860717,19880808
012485,ALTICE USA INC,ATUS,02156K103,P,01,LC,68857,20373,19860117,20160621
012540,ADOBE SYSTEMS INC,ADBE,00724F101,P,01,LC,75510,8476,19860813,E
012564,CLEVELAND ELECTRIC ILLUM,CX2,186108007,P,01,LU,23210,23199,19620131,19860429
012564,CLEVELAND ELECTRIC ILLUM,CX2,186108007,C,00X,LU,23210,23199,19510101,19620130
012589,HEALTHSOUTH CORP,HLS,421924309,P,01,LU,10693,8596,19860924,E
012603,CNO FINANCIAL GROUP INC,CNO,12621E103,P,04,LC,89841,7850,20030912,E
012603,CNO FINANCIAL GROUP INC,CNO,12621E103,P,01,LC,86976,7850,19851231,20020808
012635,FISERV INC,FISV,337738108,P,01,LC,10696,8598,19860925,E
012679,SILICON GRAPHICS INC,SGICQ,827056300,P,03,LC,91506,8685,20061023,20090414
012679,SILICON GRAPHICS INC,SGICQ,827056300,P,01,LC,10791,8685,19861029,20051104
012681,MEYER (FRED) INC,FMY.1,592907109,C,01,LC,76563,2885,19861023,19990527
012681,MEYER (FRED) INC,FMY.1,592907109,C,01,LC,53357,2885,19721214,19811211
012689,KB HOME,KBH,48666K109,J,02,LU,77459,21037,19920313,19940531
012689,KB HOME,KBH,48666K109,P,01,LU,70092,21037,19860801,E
012726,UNUM GROUP,UNM,91529Y106,P,01,LU,71175,21798,19861231,E
012756,COCA-COLA EUROPEAN PARTNERS,CCE,G25839104,P,01,LC,70500,20469,19861121,20160530
012756,COCA-COLA EUROPEAN PARTNERS,CCE,G25839104,P,01,LC,16048,55559,20160531,E
012788,HARMAN INTERNATIONAL INDS,HAR,413086109,P,01,LU,75224,8741,19861114,E
012850,CERNER CORP,CERN,156782104,P,01,LU,10909,8786,19870130,E
012884,COMVERSE TECHNOLOGY INC,CMVT,205862402,P,01,LC,10942,8818,20110923,E
012884,COMVERSE TECHNOLOGY INC,CMVT,205862402,P,01,LC,10942,8818,19861215,20070131
012886,TWENTY-FIRST CENTURY FOX INC,FOXA,90130A101,J,01,LC,90442,21287,20041201,E
012886,TWENTY-FIRST CENTURY FOX INC,FOXA,90130A101,P,01,LC,90442,21287,20041112,20041130
012886,TWENTY-FIRST CENTURY FOX INC,FOXA,90130A101,P,04,LC,90441,21287,20041201,E
012886,TWENTY-FIRST CENTURY FOX INC,FOXA,90130A101,J,04,LC,90441,21287,20041112,20041130
012886,TWENTY-FIRST CENTURY FOX INC,FOXA,90130A101,P,01,LC,69593,21287,19860520,20041102
012950,AIRGAS INC,ARG,009363102,P,01,LU,70308,20033,19861219,20160520
012978,KRAFT FOODS GROUP INC,KRFT,50076Q106,P,01,LC,13598,54193,20121001,20150702
013003,JOY GLOBAL INC,JOY,481165108,P,02,LC,89105,41977,20010801,E
013003,JOY GLOBAL INC,JOY,481165108,P,01,LC,32563,20882,19660131,19991208
013028,PREMARK INTERNATIONAL INC,PMI.2,740459102,P,01,LU,71001,21436,19861124,19991130
013041,SYNOVUS FINANCIAL CORP,SNV,87161C501,P,01,LC,20053,781,19810101,E
013099,FRUIT OF THE LOOM LTD  -CL A,3FTLAQ,G3682L105,P,01,LU,71984,20769,19870303,20000420
013121,FLAGSTAR CORP,3FLSTQ1,338473002,P,01,LC,72792,25880,19870105,19891206
013121,FLAGSTAR CORP,3FLSTQ1,338473002,P,01,LC,19617,22934,19640131,19861230
013121,FLAGSTAR CORP,3FLSTQ1,338473002,C,00X,LC,19617,22934,19630101,19640130
013125,HCP INC,HCP,40414L109,P,01,LU,67598,20891,19860131,E
013125,HCP INC,HCP,40414L109,C,00X,LU,67598,20891,19860101,19860130
013204,FISHER SCIENTIFIC INTL INC,FSH.2,338032204,C,01,LC,77150,29360,19911218,20061109
013204,FISHER SCIENTIFIC INTL INC,FSH.2,338032204,C,01,LC,46586,24891,19680805,19811027
013204,FISHER SCIENTIFIC INTL INC,FSH.2,338032204,C,01,LC,11219,9069,19870330,19890824
013341,PROGRESSIVE CORP-OHIO,PGR,743315103,P,01,LU,64390,3682,19790131,E
013341,PROGRESSIVE CORP-OHIO,PGR,743315103,C,00X,LU,64390,3682,19790101,19790130
013365,BARR PHARMACEUTICALS INC,BRL,068306109,P,01,LC,11415,9252,19870612,20081222
013421,CADENCE DESIGN SYSTEMS INC,CDNS,127387108,P,01,LU,11403,9245,19870610,E
013440,LEVEL 3 COMMUNICATIONS INC,LVLT,52729N308,P,03,LC,85991,16033,19980401,E
013498,CARNIVAL CORP/PLC (USA),CCL,143658300,P,01,LC,75154,20394,19870724,E
013499,STORER COMMUNICATIONS INC,4660C,862133931,P,02,LU,25611,23347,19620131,19851205
013499,STORER COMMUNICATIONS INC,4660C,862133931,C,00X,LU,25611,23347,19550729,19620130
013510,DUKE REALTY CORP,DRE,264411505,P,01,LU,75341,20609,19880831,E
013561,MBIA INC,MBI,55262C100,P,01,LU,75175,21128,19870701,E
013599,CELGENE CORP,CELG,151020104,P,01,LU,11552,9374,19870930,E
013644,MCCAW CELLULAR COMM  -CL A,MCAWA,579468109,P,01,LC,11626,9447,19870821,19940919
013646,TIFFANY & CO,TIF,886547108,P,01,LU,75100,21753,19870505,E
013700,DENTSPLY SIRONA INC,XRAY,24906P109,P,01,LC,11600,9424,19870812,E
013714,CBS CORP,CBS,124857202,P,03,LC,76226,21866,19941001,E
013714,CBS CORP,CBS,124857202,J,03,LC,76226,21866,19900614,19940930
013714,CBS CORP,CBS,124857202,J,01,LC,75104,21866,19941001,E
013714,CBS CORP,CBS,124857202,P,01,LC,75104,21866,19870610,19940930
013714,CBS CORP,CBS,124857202,P,01,LC,51617,25194,19701203,19870609
013721,ZOETIS INC,ZTS,98978V103,P,01,LC,13788,54327,20130201,E
013961,REVCO D.S. INC,RXR.1,761339100,C,01,LC,77641,24553,19920610,19970529
013961,REVCO D.S. INC,RXR.1,761339100,C,01,LC,41662,24553,19670101,19861229
013988,SCHWAB (CHARLES) CORP,SCHW,808513105,P,01,LC,75186,21578,19870922,E
013990,WARNACO GROUP INC,WRC,934390402,P,04,LC,89686,24345,20030205,20130213
013990,WARNACO GROUP INC,WRC,934390402,P,02,LC,77080,24345,19911011,20010608
013990,WARNACO GROUP INC,WRC,934390402,P,01,LC,38885,24345,19660131,19860521
014225,FASTENAL CO,FAST,311900104,P,01,LU,11618,9440,19870820,E
014256,MAXIM INTEGRATED PRODUCTS,MXIM,57772K101,P,01,LC,11896,9698,20081008,E
014256,MAXIM INTEGRATED PRODUCTS,MXIM,57772K101,P,01,LC,11896,9698,19880229,20071001
014282,AMPHENOL CORP,APH,032095101,P,01,LC,84769,31967,19970520,E
014282,AMPHENOL CORP,APH,032095101,P,01,LC,77118,27471,19911108,19970519
014324,ALTERA CORP,ALTR.1,021441100,P,01,LC,75577,9735,19880331,20151224
014331,CHEMETRON CORP,5050A,163600000,C,01,LC,20992,23041,19620131,19771130
014359,PIONEER NATURAL RESOURCES CO,PXD,723787107,P,02,LU,75241,21366,19871222,E
014418,MGM RESORTS INTERNATIONAL,MGM,552953101,P,01,LU,11891,9764,19880502,E
014438,ADT CORP,ADT,00101J106,P,01,LC,13567,54174,20121001,20160429
014477,WASTE MANAGEMENT INC,WM,94106L109,P,01,LU,11955,9804,19880603,E
014489,DELL TECHNOLOGIES INC,DVMT,24703L103,P,02,LC,16267,55676,20160907,E
014489,DELL TECHNOLOGIES INC,DVMT,24703L103,P,01,LC,11081,9833,19880622,20131031
014535,EW SCRIPPS  -CL A,SSP,811054402,P,01,LC,84176,31806,19961114,E
014535,EW SCRIPPS  -CL A,SSP,811054402,P,01,LC,11936,9842,19880629,19961113
014565,AMERICAN POWER CONVERSION CP,APCC.,029066107,P,01,LC,11970,9873,19880722,20070228
014590,FREEPORT-MCMORAN INC,FCX,35671D857,P,02,LC,81774,20763,19950731,E
014590,FREEPORT-MCMORAN INC,FCX,35671D857,N,01,LC,75294,20763,19950731,20020503
014590,FREEPORT-MCMORAN INC,FCX,35671D857,C,01,LC,75294,20763,19950701,19950730
014590,FREEPORT-MCMORAN INC,FCX,35671D857,P,01,LC,75294,20763,19880505,19950630
014623,NOVELLUS SYSTEMS INC,NVLS.1,670008101,P,01,LU,12067,9903,19880811,E
014624,OFFICE DEPOT INC,ODP,676220106,P,01,LC,75573,9798,19880601,E
014650,BMC SOFTWARE INC,BMC,055921100,P,01,LC,11976,9905,19880812,E
014824,CINCINNATI FINANCIAL CORP,CINF,172062101,P,01,LC,23473,912,19820129,E
014878,ORYX ENERGY CO,ORX,68763F100,P,01,LC,75423,21999,19881101,19990226
014934,DEVON ENERGY CORP,DVN,25179M103,P,01,LC,87137,35222,19990818,E
014934,DEVON ENERGY CORP,DVN,25179M103,P,01,LC,75390,21971,19881026,19990817
014960,LABORATORY CP OF AMER HLDGS,LH,50540R409,P,01,LC,12062,9848,19880707,E
015084,BURLINGTON RESOURCES INC,BR.2,122014103,P,01,LC,75333,20351,19880708,20060428
015106,BECKMAN COULTER INC,BEC,075811109,C,01,LC,75383,21965,19881104,20110630
015106,BECKMAN COULTER INC,BEC,075811109,C,01,LC,25697,23354,19620131,19820304
015106,BECKMAN COULTER INC,BEC,075811109,C,00X,LC,25697,23354,19610701,19620130
015202,NORTH FORK BANCORPORATION,NFB,659424105,P,01,LU,58094,5627,19820902,20061130
015208,FEDERAL HOME LOAN MORTG CORP,FMCC,313400301,P,01,LC,75789,22096,19890810,20100707
015247,VALERO ENERGY CORP,VLO,91913Y100,P,01,LC,85269,32066,19970812,E
015247,VALERO ENERGY CORP,VLO,91913Y100,P,01,LC,61671,21855,19800102,19970731
015354,ENTERASYS NETWORKS INC,ETS,293637401,P,01,LU,75625,22038,19890531,20060331
015426,MORTON INTERNATIONAL INC,MII.3,619335102,P,01,LU,75647,22093,19890718,19990630
015520,SIGNET JEWELERS LTD,SIG,G81276100,P,01,LC,12076,9857,19880713,E
015521,STAPLES INC,SPLS,855030102,P,01,LU,75489,10171,19890428,E
015708,ALLERGAN INC,AGN.2,018490102,P,01,LC,75646,22092,19890727,20150331
015709,PLUM CREEK TIMBER CO INC,PCL,729251108,P,01,LC,75592,22076,19890602,20160219
015855,SYMANTEC CORP,SYMC,871503108,P,01,LC,75607,10224,19890623,E
016101,ABBVIE INC,ABBV,00287Y109,P,01,LC,13721,54287,20130102,E
016243,WASHINGTON MUTUAL INC,WAMUQ,939322103,P,01,LC,81593,5849,19830311,20080926
016245,PEOPLE'S UNITED FINL INC,PBCT,712704105,P,01,LC,12073,9847,19880706,E
016475,GIDDINGS & LEWIS INC/WI,GIDL,375048105,P,01,LU,76070,10257,19890720,19971031
