gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic,co_cusip
008286,000003,19831130,19970402,S&P 500 Comp-Ltd,I0003,PACIFIC TELESIS GROUP,PAC.2,694890104
008044,000003,19831130,19970817,S&P 500 Comp-Ltd,I0003,NYNEX CORP,NYN,670768100
001485,000003,19831130,19991011,S&P 500 Comp-Ltd,I0003,AMERITECH CORP,AIT.1,030954101
002146,000003,19831130,20070103,S&P 500 Comp-Ltd,I0003,BELLSOUTH CORP,BLS,079860102
002559,000003,19831231,19890630,S&P 500 Comp-Ltd,I0003,CNW CORP,9257B,126137108
006829,000003,19840229,,S&P 500 Comp-Ltd,I0003,LOWE'S COMPANIES INC,LOW,548661107
006868,000003,19840229,19860531,S&P 500 Comp-Ltd,I0003,MEI CORP,MEI.2,55299Y109
009872,000003,19840229,19871130,S&P 500 Comp-Ltd,I0003,7-ELEVEN INC,SE.3,817826209
003352,000003,19840229,19880131,S&P 500 Comp-Ltd,I0003,COMPUTERVISION CORP  -OLD,CVN.4,205578107
010329,000003,19840229,19970831,S&P 500 Comp-Ltd,I0003,TANDEM COMPUTERS INC,TDM.,875370108
008823,000003,19840430,,S&P 500 Comp-Ltd,I0003,PULTEGROUP INC,PHM,745867101
009297,000003,19840430,19861130,S&P 500 Comp-Ltd,I0003,RYAN HOMES INC,RYN.1,783498108
001380,000003,19840531,,S&P 500 Comp-Ltd,I0003,HESS CORP,HES,42809H107
003645,000003,19840531,19890831,S&P 500 Comp-Ltd,I0003,CULLINET SOFTWARE INC,CUL.2,230032104
013499,000003,19840630,19851130,S&P 500 Comp-Ltd,I0003,STORER COMMUNICATIONS INC,4660C,862133931
001161,000003,19840630,20130922,S&P 500 Comp-Ltd,I0003,ADVANCED MICRO DEVICES,AMD,007903107
006774,000003,19840731,,S&P 500 Comp-Ltd,I0003,LOCKHEED MARTIN CORP,LMT,539830109
006531,000003,19840731,19860630,S&P 500 Comp-Ltd,I0003,LTV CORP,LTVCQ,501921100
004040,000003,19840731,20121211,S&P 500 Comp-Ltd,I0003,DONNELLEY (R R) & SONS CO,RRD,257867200
008022,000003,19840831,19891031,S&P 500 Comp-Ltd,I0003,NOXELL  -CL B,NOXLB,670148204
003705,000003,19840831,19980827,S&P 500 Comp-Ltd,I0003,DSC COMMUNICATIONS CORP,DIGI.1,233311109
005518,000003,19840930,,S&P 500 Comp-Ltd,I0003,HASBRO INC,HAS,418056107
001988,000003,19841031,,S&P 500 Comp-Ltd,I0003,BALL CORP,BLL,058498106
010488,000003,19841031,19870331,S&P 500 Comp-Ltd,I0003,TEXAS COMMERCE BANCSHARES,TCB.3,882315104
003930,000003,19841031,19950330,S&P 500 Comp-Ltd,I0003,MAXUS ENERGY CORP,MXS,577730104
002051,000003,19841031,19980111,S&P 500 Comp-Ltd,I0003,BARNETT BANKS INC,BBI.2,068055102
009635,000003,19841031,20000607,S&P 500 Comp-Ltd,I0003,SHARED MEDICAL SYSTEMS CORP,SMS.2,819486101
006403,000003,19841031,20060810,S&P 500 Comp-Ltd,I0003,KERR-MCGEE CORP,KMG.1,492386107
006768,000003,19841031,20081201,S&P 500 Comp-Ltd,I0003,KATE SPADE & CO,KATE,485865109
006036,000003,19841130,19970727,S&P 500 Comp-Ltd,I0003,INTERGRAPH CORP,INGR.,458683109
009293,000003,19841130,20001211,S&P 500 Comp-Ltd,I0003,RUSSELL CORP,RML.1,782352108
001240,000003,19841130,20060601,S&P 500 Comp-Ltd,I0003,ALBERTSON'S INC,ABS.1,013104104
001651,000003,19841130,20061001,S&P 500 Comp-Ltd,I0003,ANDREW CORP,ANDW,034425108
007866,000003,19841130,20101219,S&P 500 Comp-Ltd,I0003,NEW YORK TIMES CO  -CL A,NYT,650111107
025658,000003,19841231,19890731,S&P 500 Comp-Ltd,I0003,COMPUTERVISION CORP,CVN.2,20557T101
009673,000003,19850131,19970101,S&P 500 Comp-Ltd,I0003,SHONEY'S INC,3SHOY,825039100
010190,000003,19850131,20120430,S&P 500 Comp-Ltd,I0003,SUPERVALU INC,SVU,868536301
009258,000003,19850131,20140818,S&P 500 Comp-Ltd,I0003,ROWAN COMPANIES PLC,RDC,G7665A101
005314,000003,19850228,19900228,S&P 500 Comp-Ltd,I0003,GREAT NORTHERN NEKOOSA CORP,GNN,391090107
001209,000003,19850430,,S&P 500 Comp-Ltd,I0003,AIR PRODUCTS & CHEMICALS INC,APD,009158106
008030,000003,19850430,,S&P 500 Comp-Ltd,I0003,NUCOR CORP,NUE,670346105
004145,000003,19850531,,S&P 500 Comp-Ltd,I0003,PERKINELMER INC,PKI,714046109
003586,000003,19850531,19960327,S&P 500 Comp-Ltd,I0003,CRAY RESEARCH,CYR.1,225224104
006831,000003,19850531,19970101,S&P 500 Comp-Ltd,I0003,LUBYS INC,LUB,549282101
003130,000003,19850531,20010129,S&P 500 Comp-Ltd,I0003,EL PASO CGP CO,EP2,190441105
007985,000003,19850630,,S&P 500 Comp-Ltd,I0003,NORTHROP GRUMMAN CORP,NOC,666807102
005742,000003,19850731,,S&P 500 Comp-Ltd,I0003,CENTERPOINT ENERGY INC,CNP,15189T107
006734,000003,19850731,19900228,S&P 500 Comp-Ltd,I0003,LIN BROADCASTING,LINB,532763109
010393,000003,19850731,19990309,S&P 500 Comp-Ltd,I0003,TELE-COMM TCI GROUP  -SER A,TCOMA,87924V101
011672,000003,19850930,,S&P 500 Comp-Ltd,I0003,TJX COMPANIES INC,TJX,872540109
004850,000003,19850930,19880731,S&P 500 Comp-Ltd,I0003,FORT HOWARD CORP,FORT.,347461931
008746,000003,19850930,19930930,S&P 500 Comp-Ltd,I0003,PRICE CO,PCLB.1,741440101
010243,000003,19850930,19940531,S&P 500 Comp-Ltd,I0003,SYNTEX CORP,SYN.1,871616108
006807,000003,19850930,19960422,S&P 500 Comp-Ltd,I0003,LORAL CORP,LOR.2,543859102
004058,000003,19851031,,S&P 500 Comp-Ltd,I0003,DOVER CORP,DOV,260003108
003200,000003,19851031,19880531,S&P 500 Comp-Ltd,I0003,COLTEC INDUSTRIES,COT.2,196879100
001990,000003,19851031,19961218,S&P 500 Comp-Ltd,I0003,BALLY ENTERTAINMENT CORP,BLY,05873C106
008358,000003,19851130,,S&P 500 Comp-Ltd,I0003,PARKER-HANNIFIN CORP,PH,701094104
009224,000003,19851130,19950402,S&P 500 Comp-Ltd,I0003,SAFETY-KLEEN CORP,SKLNQ,78648R203
004159,000003,19851130,19950430,S&P 500 Comp-Ltd,I0003,E-SYSTEMS INC,ESY.1,269157301
006802,000003,19851130,20010701,S&P 500 Comp-Ltd,I0003,LONGS DRUG STORES CORP,LDG,543162101
009395,000003,19851231,19860731,S&P 500 Comp-Ltd,I0003,SANDERS ASSOCIATES INC,SAA.1.,799850102
010640,000003,19851231,19871130,S&P 500 Comp-Ltd,I0003,TRACOR INC,TTRR,892349200
010885,000003,19860131,19890430,S&P 500 Comp-Ltd,I0003,UNITED CABLE TELEVISION,UCT,909695108
008193,000003,19860131,19950529,S&P 500 Comp-Ltd,I0003,OSHKOSH B'GOSH INC  -CL A,GOSHA,688222207
010726,000003,19860131,20071220,S&P 500 Comp-Ltd,I0003,TRIBUNE MEDIA CO,TRCO,896047107
005878,000003,19860228,,S&P 500 Comp-Ltd,I0003,ILLINOIS TOOL WORKS,ITW,452308109
010412,000003,19860430,19881231,S&P 500 Comp-Ltd,I0003,LORIMAR TELEPICTURES,6049B,544157100
003863,000003,19860430,20041219,S&P 500 Comp-Ltd,I0003,DELUXE CORP,DLX,248019101
006268,000003,19860531,,S&P 500 Comp-Ltd,I0003,JOHNSON CONTROLS INTL PLC,JCI,G51502105
010558,000003,19860531,19860731,S&P 500 Comp-Ltd,I0003,THRIFTY CORPORATION,TFD.,885868109
009280,000003,19860531,19990324,S&P 500 Comp-Ltd,I0003,RUBBERMAID INC,RBD,781088109
006226,000003,19860531,20001123,S&P 500 Comp-Ltd,I0003,FORT JAMES CORP,FJ,347471104
002085,000003,19860531,20071028,S&P 500 Comp-Ltd,I0003,BAUSCH & LOMB HLDGS  -REDH,6583B,071707103
002193,000003,19860630,19971203,S&P 500 Comp-Ltd,I0003,BEVERLY ENTERPRISES INC,BEV,087851309
006998,000003,19860630,19980927,S&P 500 Comp-Ltd,I0003,MANOR CARE INC-OLD,MNR.1,564054104
005020,000003,19860731,19900531,S&P 500 Comp-Ltd,I0003,GENENTECH INC,DNA,368710109
008750,000003,19860731,19900831,S&P 500 Comp-Ltd,I0003,PRIME HOSPITALITY CORP,PDQ.2,741917108
004990,000003,19860831,,S&P 500 Comp-Ltd,I0003,GAP INC,GPS,364760108
007922,000003,19860831,,S&P 500 Comp-Ltd,I0003,NORDSTROM INC,JWN,655664100
006815,000003,19860930,19950704,S&P 500 Comp-Ltd,I0003,LOTUS DEVELOPMENT CORP,LOTS.,545700106
007228,000003,19861031,,S&P 500 Comp-Ltd,I0003,MEDTRONIC PLC,MDT,G5960L103
010199,000003,19861031,19870930,S&P 500 Comp-Ltd,I0003,SUPERMARKETS GEN HLDG  -CL A,5654C,868446949
001392,000003,19861031,19970914,S&P 500 Comp-Ltd,I0003,AMDAHL CORP,AMH.1,023905102
003964,000003,19861031,20081021,S&P 500 Comp-Ltd,I0003,DILLARDS INC  -CL A,DDS,254067101
002269,000003,19861130,,S&P 500 Comp-Ltd,I0003,BLOCK H & R INC,HRB,093671105
010247,000003,19861231,,S&P 500 Comp-Ltd,I0003,SYSCO CORP,SYY,871829107
009611,000003,19861231,20000315,S&P 500 Comp-Ltd,I0003,SERVICE CORP INTERNATIONAL,SCI,817565104
007773,000003,19861231,20011202,S&P 500 Comp-Ltd,I0003,NATIONAL SERVICE INDS INC,NSI.1,637657206
010946,000003,19861231,20020514,S&P 500 Comp-Ltd,I0003,US AIRWAYS GROUP INC-OLD,3UAIRQ,911905107
010426,000003,19861231,20071230,S&P 500 Comp-Ltd,I0003,TEMPLE-INLAND INC,TIN,879868107
009004,000003,19870131,20060131,S&P 500 Comp-Ltd,I0003,REEBOK INTERNATIONAL LTD,RBK,758110100
004462,000003,19870228,19940228,S&P 500 Comp-Ltd,I0003,NEWMARKET CORP,NEU,651587107
002938,000003,19870228,19980407,S&P 500 Comp-Ltd,I0003,CHARMING SHOPPES INC,CHRS.1,161133103
002418,000003,19870331,19880229,S&P 500 Comp-Ltd,I0003,BROCKWAY INC,BRK.1,111853107
007574,000003,19870331,19890630,S&P 500 Comp-Ltd,I0003,CORDANT TECHNOLOGIES INC,CDD.2,218412104
009067,000003,19870430,19880331,S&P 500 Comp-Ltd,I0003,FIRST REPUBLICBANK CORP,6131B,336160106
007650,000003,19870430,19981001,S&P 500 Comp-Ltd,I0003,FIRST CHICAGO NBD CORP,FCN.1,31945A100
011359,000003,19870430,19981102,S&P 500 Comp-Ltd,I0003,WELLS FARGO & CO -OLD,WFC.Z,949740104
010974,000003,19870430,20090105,S&P 500 Comp-Ltd,I0003,UST INC,UST.1,902911106
006251,000003,19870531,19890831,S&P 500 Comp-Ltd,I0003,JERRICO INC,JERR,476502109
003276,000003,19870630,19961015,S&P 500 Comp-Ltd,I0003,TRANSITIONAL HOSPITALS CP,THY,893719104
003310,000003,19870731,,S&P 500 Comp-Ltd,I0003,CA INC,CA,12673P105
006495,000003,19870731,19880531,S&P 500 Comp-Ltd,I0003,KOPPERS CO,KOP.1,500602107
003426,000003,19870731,19970526,S&P 500 Comp-Ltd,I0003,CONRAIL INC,CRR.3,208368100
007065,000003,19870831,,S&P 500 Comp-Ltd,I0003,MARSH & MCLENNAN COS,MMC,571748102
005151,000003,19870831,19980715,S&P 500 Comp-Ltd,I0003,GIANT FOOD INC  -CL A,GFS.A,374478105
007554,000003,19870831,19990527,S&P 500 Comp-Ltd,I0003,MOORE WALLACE INC,MWI,615857109
008626,000003,19870831,20020721,S&P 500 Comp-Ltd,I0003,PLACER DOME INC,PDG,725906101
005842,000003,19870930,19880430,S&P 500 Comp-Ltd,I0003,I M S INTERNATIONAL INC,IMSI.,449700103
003226,000003,19871031,19931130,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA,20030N101
009357,000003,19871031,19980331,S&P 500 Comp-Ltd,I0003,SAFETY-KLEEN CORP-OLD,SK.1,786484105
001913,000003,19871231,,S&P 500 Comp-Ltd,I0003,AVERY DENNISON CORP,AVY,053611109
008545,000003,19871231,19900822,S&P 500 Comp-Ltd,I0003,PHILIPS INDUSTRIES INC,PHL.1,718320104
008093,000003,19871231,19960815,S&P 500 Comp-Ltd,I0003,COVANTA ENERGY CORP,CVGYQ,22281N103
004769,000003,19871231,19971223,S&P 500 Comp-Ltd,I0003,FLEMING COMPANIES INC,FLMIQ,339130106
008304,000003,19871231,20150830,S&P 500 Comp-Ltd,I0003,PALL CORP,PLL,696429307
007171,000003,19880229,19940926,S&P 500 Comp-Ltd,I0003,MCKESSON CORP,MCK,58155Q103
005581,000003,19880229,19991230,S&P 500 Comp-Ltd,I0003,HELMERICH & PAYNE,HP,423452101
001246,000003,19880229,20000628,S&P 500 Comp-Ltd,I0003,IKON OFFICE SOLUTIONS,IKN,451713101
003282,000003,19880229,20020505,S&P 500 Comp-Ltd,I0003,COMPAQ COMPUTER CORP,CPQ.2,204493100
005680,000003,19880331,,S&P 500 Comp-Ltd,I0003,HOME DEPOT INC,HD,437076102
008245,000003,19880430,,S&P 500 Comp-Ltd,I0003,PNC FINANCIAL SVCS GROUP INC,PNC,693475105
009577,000003,19880430,19920331,S&P 500 Comp-Ltd,I0003,SECURITY PACIFIC CORP,7448B,814823100
005080,000003,19880430,19981221,S&P 500 Comp-Ltd,I0003,GENERAL RE CORP,GRN.1,370563108
001998,000003,19880430,20040630,S&P 500 Comp-Ltd,I0003,BANK ONE CORP,ONE.1,06423A103
003243,000003,19880531,,S&P 500 Comp-Ltd,I0003,CITIGROUP INC,C,172967424
010187,000003,19880531,,S&P 500 Comp-Ltd,I0003,SUNTRUST BANKS INC,STI,867914103
007040,000003,19880531,19890731,S&P 500 Comp-Ltd,I0003,MARION MERRELL DOW INC,MKC.1,569790108
008004,000003,19880531,19900430,S&P 500 Comp-Ltd,I0003,NORTON CO,NRT.3,668605108
008805,000003,19880630,19941024,S&P 500 Comp-Ltd,I0003,PSI RESOURCES INC,CIN2,693632002
004700,000003,19880630,19960101,S&P 500 Comp-Ltd,I0003,FIRST FIDELITY BANCORP,FFB,320195100
008960,000003,19880630,19990812,S&P 500 Comp-Ltd,I0003,RAYCHEM CORP,RYC.,754603108
005216,000003,19880630,20061001,S&P 500 Comp-Ltd,I0003,GOLDEN WEST FINANCIAL CORP,GDW,381317106
011600,000003,19880731,20041219,S&P 500 Comp-Ltd,I0003,WORTHINGTON INDUSTRIES,WOR,981811102
007409,000003,19880731,20100714,S&P 500 Comp-Ltd,I0003,MILLIPORE CORP,MIL.2,601073109
004601,000003,19880831,20080910,S&P 500 Comp-Ltd,I0003,FANNIE MAE,FNMA,313586109
001253,000003,19881031,19970114,S&P 500 Comp-Ltd,I0003,ALEXANDER & ALEXANDER,AAL.1,014476105
014878,000003,19881031,19990228,S&P 500 Comp-Ltd,I0003,ORYX ENERGY CO,ORX,68763F100
007906,000003,19881130,,S&P 500 Comp-Ltd,I0003,NIKE INC,NKE,654106103
004764,000003,19881130,20040331,S&P 500 Comp-Ltd,I0003,FLEETBOSTON FINANCIAL CORP,FBF,339030108
003542,000003,19881231,19900930,S&P 500 Comp-Ltd,I0003,CORROON & BLACK CORP,CBL.1,220291108
009911,000003,19881231,19920101,S&P 500 Comp-Ltd,I0003,C & S SOVRAN CORP,CVN.3,12467H103
004213,000003,19890131,,S&P 500 Comp-Ltd,I0003,ECOLAB INC,ECL,278865100
001746,000003,19890131,19970806,S&P 500 Comp-Ltd,I0003,NORAM ENERGY CORP,CNP2,655419000
006450,000003,19890228,19991115,S&P 500 Comp-Ltd,I0003,KING WORLD PRODUCTIONS INC,KWP,495667107
004739,000003,19890228,20090101,S&P 500 Comp-Ltd,I0003,WACHOVIA CORP,WB.3,929903102
007727,000003,19890331,19950223,S&P 500 Comp-Ltd,I0003,NATIONAL EDUCATION CORP,NEC,635771108
008290,000003,19890331,19991129,S&P 500 Comp-Ltd,I0003,PACIFICORP,MEC2,59598X002
012689,000003,19890331,20091220,S&P 500 Comp-Ltd,I0003,KB HOME,KBH,48666K109
007875,000003,19890430,,S&P 500 Comp-Ltd,I0003,NEWELL BRANDS INC,NWL,651229106
010614,000003,19890430,,S&P 500 Comp-Ltd,I0003,TORCHMARK CORP,TMK,891027104
011453,000003,19890430,19920930,S&P 500 Comp-Ltd,I0003,WETTERAU INC,WETT,961896107
013028,000003,19890430,19960530,S&P 500 Comp-Ltd,I0003,PREMARK INTERNATIONAL INC,PMI.2,740459102
005501,000003,19890531,19951130,S&P 500 Comp-Ltd,I0003,SHAWMUT NATIONAL CORP,SNC.1,820484103
003054,000003,19890531,20080330,S&P 500 Comp-Ltd,I0003,CIRCUIT CITY STORES INC,CCTYQ,172737108
015426,000003,19890731,19990621,S&P 500 Comp-Ltd,I0003,MORTON INTERNATIONAL INC,MII.3,619335102
006288,000003,19890731,20000509,S&P 500 Comp-Ltd,I0003,JOSTENS INC,JOSEA,481088300
010787,000003,19890731,20090316,S&P 500 Comp-Ltd,I0003,TYCO INTERNATIONAL PLC,TYC,G91442106
010984,000003,19890731,20130708,S&P 500 Comp-Ltd,I0003,SPRINT CORP,S,852061100
012142,000003,19890831,,S&P 500 Comp-Ltd,I0003,ORACLE CORP,ORCL,68389X105
005342,000003,19890831,19960815,S&P 500 Comp-Ltd,I0003,MONEYGRAM INTERNATIONAL INC,MGI,60935Y208
011993,000003,19890831,19991017,S&P 500 Comp-Ltd,I0003,CYPRUS AMAX MINERALS CO,CYM.1,232809103
001794,000003,19890831,20081113,S&P 500 Comp-Ltd,I0003,ASHLAND GLOBAL HOLDINGS INC,ASH,044186104
007904,000003,19890831,20111212,S&P 500 Comp-Ltd,I0003,NICOR INC,GAS.2,654086107
002783,000003,19890831,20120701,S&P 500 Comp-Ltd,I0003,PROGRESS ENERGY INC,DUK8,743263105
009298,000003,19890930,19970101,S&P 500 Comp-Ltd,I0003,RYAN'S RESTAURANT GROUP INC,RYAN,783520109
013003,000003,19890930,19990608,S&P 500 Comp-Ltd,I0003,JOY GLOBAL INC,JOY,413345109
005476,000003,19891031,19980331,S&P 500 Comp-Ltd,I0003,HARLAND (JOHN H.) CO,JH,412693103
001468,000003,19891031,20040502,S&P 500 Comp-Ltd,I0003,AMERICAN GREETINGS  -CL A,AM.1,026375105
009372,000003,19891130,20170104,S&P 500 Comp-Ltd,I0003,ST JUDE MEDICAL INC,STJ,790849103
001878,000003,19891201,,S&P 500 Comp-Ltd,I0003,AUTODESK INC,ADSK,052769106
010109,000003,19891201,19971006,S&P 500 Comp-Ltd,I0003,STRIDE RITE CORP,SRR,863314100
020423,000003,19900201,20080128,S&P 500 Comp-Ltd,I0003,CAESARS ENTERTAINMENT CORP,CZR,413619107
004205,000003,19900301,19980119,S&P 500 Comp-Ltd,I0003,ECHO BAY MINES LTD,ECO.2,278751102
007679,000003,19900301,19990801,S&P 500 Comp-Ltd,I0003,NALCO CHEMICAL CO,NLC.2,629853102
003502,000003,19900501,20060717,S&P 500 Comp-Ltd,I0003,COOPER TIRE & RUBBER CO,CTB,216831107
007567,000003,19900601,19951219,S&P 500 Comp-Ltd,I0003,MORRISON KNUDSEN CORP OLD,3MRNKQ,618447106
008475,000003,19900801,20000402,S&P 500 Comp-Ltd,I0003,PEP BOYS-MANNY MOE & JACK,PBY,713278109
002230,000003,19900801,20070711,S&P 500 Comp-Ltd,I0003,BIOMET INC,5938B,090613100
006223,000003,19900901,19930930,S&P 500 Comp-Ltd,I0003,EMCOR GROUP INC,EME,29084Q100
010931,000003,19901001,19970803,S&P 500 Comp-Ltd,I0003,U S BANCORP-OLD,USBC.,911596104
009406,000003,19901201,19970727,S&P 500 Comp-Ltd,I0003,SANTA FE SNYDER CORP,SFS.1,80218K105
003527,000003,19901201,19980428,S&P 500 Comp-Ltd,I0003,CORESTATES FINANCIAL CORP,CFL.1,218695104
001359,000003,19901211,20010624,S&P 500 Comp-Ltd,I0003,ALZA CORP,AZA.1,022615108
003491,000003,19910101,19940831,S&P 500 Comp-Ltd,I0003,BLOCKBUSTER ENMNT CORP,BV.2,093676104
002281,000003,19910201,19970107,S&P 500 Comp-Ltd,I0003,BOATMENS BANCSHARES INC,BOAT.,096650106
010672,000003,19910401,19950117,S&P 500 Comp-Ltd,I0003,TRANSCO ENERGY CO,E.2,893532101
023798,000003,19910401,19950208,S&P 500 Comp-Ltd,I0003,PET INC,PT.1,715825105
007017,000003,19910501,,S&P 500 Comp-Ltd,I0003,MARATHON OIL CORP,MRO,565849106
002443,000003,19910501,19950817,S&P 500 Comp-Ltd,I0003,BRUNOS INC,BRNO20,116881202
023978,000003,19910501,20140701,S&P 500 Comp-Ltd,I0003,UNITED STATES STEEL CORP,X,912909108
010860,000003,19910919,,S&P 500 Comp-Ltd,I0003,AMEREN CORP,AEE,023608102
011910,000003,19911001,20110427,S&P 500 Comp-Ltd,I0003,NOVELL INC,NOVL,670006105
005306,000003,19911101,20050704,S&P 500 Comp-Ltd,I0003,GREAT LAKES CHEMICAL CORP,GLK.1,390568103
001602,000003,19920102,,S&P 500 Comp-Ltd,I0003,AMGEN INC,AMGN,031162100
015208,000003,19920102,20080910,S&P 500 Comp-Ltd,I0003,FEDERAL HOME LOAN MORTG CORP,FMCC,313400301
015708,000003,19920207,20150322,S&P 500 Comp-Ltd,I0003,ALLERGAN INC,AGN.2,018490102
023592,000003,19920401,20060102,S&P 500 Comp-Ltd,I0003,MBNA CORP,KRB,55262L100
025124,000003,19920701,,S&P 500 Comp-Ltd,I0003,PRAXAIR INC,PX,74005P104
016475,000003,19920701,19970716,S&P 500 Comp-Ltd,I0003,GIDDINGS & LEWIS INC/WI,GIDL,375048105
010972,000003,19920701,19981001,S&P 500 Comp-Ltd,I0003,U S SURGICAL CORP,USS.2,912707106
012136,000003,19920801,20100128,S&P 500 Comp-Ltd,I0003,SUN MICROSYSTEMS INC,JAVA,866810203
006136,000003,19921001,,S&P 500 Comp-Ltd,I0003,INTERPUBLIC GROUP OF COS,IPG,460690100
013644,000003,19930701,19940831,S&P 500 Comp-Ltd,I0003,MCCAW CELLULAR COMM  -CL A,MCAWA,579468109
028590,000003,19930701,19960121,S&P 500 Comp-Ltd,I0003,BRINKS CO,BCO,109696104
027867,000003,19930701,19970601,S&P 500 Comp-Ltd,I0003,DEAN WITTER DISCOVER & CO,DWD,24240V101
028701,000003,19930801,20011212,S&P 500 Comp-Ltd,I0003,RALSTON PURINA CO,RAL.,751277302
022260,000003,19930901,20061119,S&P 500 Comp-Ltd,I0003,HCA HEALTHCARE INC,HCA,404119109
029028,000003,19931001,,S&P 500 Comp-Ltd,I0003,COSTCO WHOLESALE CORP,COST,22160K105
028930,000003,19931001,19980520,S&P 500 Comp-Ltd,I0003,MARRIOTT INTL INC,MAR,571903103
008596,000003,19931001,19991003,S&P 500 Comp-Ltd,I0003,PIONEER HI-BRED INTERNATIONL,PHB.1,723686101
011247,000003,19931001,20010903,S&P 500 Comp-Ltd,I0003,WACHOVIA CORP-OLD,WB.1,929771103
002055,000003,19931101,20020721,S&P 500 Comp-Ltd,I0003,BARRICK GOLD CORP,ABX,067901108
015084,000003,19931101,20060402,S&P 500 Comp-Ltd,I0003,BURLINGTON RESOURCES INC,BR.2,122014103
020779,000003,19931201,,S&P 500 Comp-Ltd,I0003,CISCO SYSTEMS INC,CSCO,17275R102
003226,000003,19931201,20021118,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA,20030N200
029392,000003,19940101,,S&P 500 Comp-Ltd,I0003,EASTMAN CHEMICAL CO,EMN,277432100
009783,000003,19940301,,S&P 500 Comp-Ltd,I0003,KEYCORP,KEY,493267108
012726,000003,19940301,,S&P 500 Comp-Ltd,I0003,UNUM GROUP,UNM,91529Y106
029849,000003,19940301,19980810,S&P 500 Comp-Ltd,I0003,WESTERN ATLAS INC,WAI.1,957674104
010948,000003,19940401,19960718,S&P 500 Comp-Ltd,I0003,U S HEALTHCARE INC,USHC,911910107
029318,000003,19940405,19990629,S&P 500 Comp-Ltd,I0003,AIRTOUCH COMMUNICATIONS-OLD,ATI.1,00949T100
012141,000003,19940601,,S&P 500 Comp-Ltd,I0003,MICROSOFT CORP,MSFT,594918104
009882,000003,19940701,,S&P 500 Comp-Ltd,I0003,SOUTHWEST AIRLINES,LUV,844741108
010903,000003,19940701,,S&P 500 Comp-Ltd,I0003,UNITEDHEALTH GROUP INC,UNH,91324P102
013714,000003,19940901,,S&P 500 Comp-Ltd,I0003,CBS CORP,CBS,124857202
009699,000003,19940901,20151118,S&P 500 Comp-Ltd,I0003,SIGMA-ALDRICH CORP,SIAL,826552101
007343,000003,19940927,,S&P 500 Comp-Ltd,I0003,MICRON TECHNOLOGY INC,MU,595112103
025157,000003,19940927,20070924,S&P 500 Comp-Ltd,I0003,FIRST DATA CORP,FDC,319963104
007711,000003,19940927,20090101,S&P 500 Comp-Ltd,I0003,NATIONAL CITY CORP,NCC,635405103
030344,000003,19941003,19970505,S&P 500 Comp-Ltd,I0003,SANTA FE PACIFIC GOLD CORP,GLD.2,802176107
030865,000003,19941025,20060402,S&P 500 Comp-Ltd,I0003,CINERGY CORP,DUK6,172474108
061489,000003,19941201,20110331,S&P 500 Comp-Ltd,I0003,QWEST COMMUNICATION INTL INC,Q.2,749121109
001318,000003,19941221,20071118,S&P 500 Comp-Ltd,I0003,ALLTEL CORP,AT.2,020039103
012679,000003,19950118,20000620,S&P 500 Comp-Ltd,I0003,SILICON GRAPHICS INC,SGICQ,827056102
005079,000003,19950209,20011106,S&P 500 Comp-Ltd,I0003,GPU INC,GPU.,36225X100
025279,000003,19950224,,S&P 500 Comp-Ltd,I0003,BOSTON SCIENTIFIC CORP,BSX,101137107
001704,000003,19950316,,S&P 500 Comp-Ltd,I0003,APPLIED MATERIALS INC,AMAT,038222105
002019,000003,19950331,,S&P 500 Comp-Ltd,I0003,BANK OF NEW YORK MELLON CORP,BK,064058100
006557,000003,19950403,19991207,S&P 500 Comp-Ltd,I0003,LAIDLAW INTERNATIONAL INC,LI.3,50730K503
003278,000003,19950501,20060731,S&P 500 Comp-Ltd,I0003,AVIS BUDGET GROUP INC,CAR,053774105
006781,000003,19950510,,S&P 500 Comp-Ltd,I0003,LOEWS CORP,L,540424108
015354,000003,19950522,20010805,S&P 500 Comp-Ltd,I0003,ENTERASYS NETWORKS INC,ETS,293637401
031846,000003,19950530,,S&P 500 Comp-Ltd,I0003,DARDEN RESTAURANTS INC,DRI,237194105
013099,000003,19950530,19990930,S&P 500 Comp-Ltd,I0003,FRUIT OF THE LOOM LTD  -CL A,3FTLAQ,G3682L105
010420,000003,19950703,20111220,S&P 500 Comp-Ltd,I0003,TELLABS INC,TLAB,879664100
009061,000003,19950705,20000102,S&P 500 Comp-Ltd,I0003,HSBC USA INC,HBC2,760719104
028349,000003,19950713,,S&P 500 Comp-Ltd,I0003,ALLSTATE CORP,ALL,020002101
014590,000003,19950731,,S&P 500 Comp-Ltd,I0003,FREEPORT-MCMORAN INC,FCX,35671D857
011502,000003,19950818,20020210,S&P 500 Comp-Ltd,I0003,WILLAMETTE INDUSTRIES,WLL.1,969133107
012124,000003,19950922,,S&P 500 Comp-Ltd,I0003,MORGAN STANLEY,MS,617446448
004682,000003,19951023,20010226,S&P 500 Comp-Ltd,I0003,U S BANCORP/DE-OLD,USB.1,902973106
061464,000003,19951101,20000615,S&P 500 Comp-Ltd,I0003,MEDIAONE GROUP INC,UMG.Z,58440J104
004611,000003,19951108,,S&P 500 Comp-Ltd,I0003,MACY'S INC,M,55616P104
